timestamp,model_name,task,architecture,pretrained,freeze_epochs,total_epochs,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,total_params,trainable_params,train_time_seconds,avg_epoch_time,best_epoch,learning_rate,batch_size,notes,checkpoint_path
2025-12-23 02:17:09,CustomCNN,emotion,custom,False,0,50,98.29,64.22,0.0,0.0795,0.0035,0.0,981767,981767,0,0,50,0.001,64,Custom CNN trained from scratch on FER-2013,checkpoints/emotion/best_model.pth
2025-12-23 02:17:09,CustomCNN,activity,custom,False,0,50,88.07,84.62,0.0,0.3328,0.4649,0.0,981767,981767,0,0,49,0.001,32,Custom CNN trained from scratch on UCF101,checkpoints/activity/best_model.pth
